Name,location,stipend,company_id,skills,hiring
ReportsInsights Consulting Pvt Ltd,"
Pune ","₹ 6,999 - 7,000 ",15,"['Social Media Marketing', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Actively hiring
Clientcarex AI Private Limited,"
Hyderabad ","₹ 20,000 ",16,"['Negotiation', 'Sales Management', 'Sales Support', 'Sales', 'Negotiations', 'Sales Strategy']",Actively hiring
Playto Labs,"
Bangalore ","₹ 16,000 - 22,000 ",17,"['Lead Generation', 'Interpersonal skills', 'Sales', 'Effective Communication']",Actively hiring
Jungleworks,"
Chandigarh, Kharar, Rajpura, Mohali, Zirakpur, Kurali, Panchkula, Derabassi ","₹ 13,000 - 15,000 ",18,"['Legal Research', 'Legal Drafting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Legal Writing']",Actively hiring
Nordwave Private Limited,"
Bhubaneswar ","₹ 16,000 - 20,000 ",19,"['Social Media Marketing', 'MS-Office', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Matrix International,"
Kolkata ","₹ 11,000 - 14,000 ",20,"['HTML', 'CSS', 'WordPress', 'UI & UX Design', 'Web development', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Quest For Success,"
Bangalore ","₹ 5,000 - 15,000 ",21,"['MS-Office', 'MS-Word', 'LaTeX']",Actively hiring
PadosiAgent ServTech Pvt Ltd,"
Ahmedabad ","₹ 5,700 - 12,000 ",22,"['Field Work', 'Sales Management', 'Effective Communication', 'Sales Strategy', 'Field Sales']",Actively hiring
Lytmus AI,"
Bangalore ","₹ 10,000 - 15,000 ",23,"['Social Media Marketing', 'Video Editing', 'AI Video Generation']",Actively hiring
LogiQlink Technologies,"
Indore ","₹ 5,000 - 7,000 ",24,['English Proficiency (Spoken)'],Actively hiring
Harvinder Singh Sabarwal,"
Navi Mumbai ","₹ 10,000 ",25,"['Video Editing', 'Adobe Premiere Pro', 'Video Making']",Actively hiring
Scalar Tech Media,"
Mumbai ","₹ 6,000 - 10,000 ",26,"['Team Management', 'Recruitment', 'MS-Word', 'MS-Excel', 'Human Resources', 'English Proficiency (Spoken)', 'Effective Communication']",Actively hiring
Ansapack Private Limited,"
Mumbai ","₹ 5,000 - 5,001 ",27,"['MS-Office', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Plexus Management Services,"
Kolkata                                                                (Hybrid)
                                        


","₹ 17,000 - 21,000 ",28,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Actively hiring
Digitize Minds,"
Surat ","₹ 6,000 - 8,000 ",29,"['Client Relationship Management (CRM)', 'Effective Communication', 'Google Sheets']",Actively hiring
Axe Consultancy And Security Services LLC,"
Dehradun ","₹ 6,000 - 10,000 ",30,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Creative Suite', 'User Interface (UI) Development', 'Wireframing', 'UI & UX Design', 'Adobe After Effects']",Actively hiring
Matrix International,"
Kolkata ","₹ 8,000 - 12,000 ",31,"['MS-Office', 'Fashion Designing', 'MS-Excel', 'Merchandising', 'Pattern making', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
ScoreLeap Test Prep Private Limited,"
Bangalore ","₹ 75,000 - 1,40,000 ",32,"['Public Relations', 'Interpersonal skills', 'Effective Communication']",Actively hiring
Vishnukrupa Creations LLP,"
Surat ","₹ 10,000 - 15,000 ",33,['Accounting'],Actively hiring
Brand Scale-Up Inc,"
Bangalore ","₹ 15,000 ",34,['Canva'],Actively hiring
Playpro360,"
Bangalore                                                                (Hybrid)
                                        


","₹ 5,000 - 5,001 ",35,"['Lead Generation', 'Sports', 'Cricket', 'Sales Support', 'Interpersonal skills']",Actively hiring
Soulful Academy,"
Bangalore ","₹ 11,000 - 20,000 ",36,"['Recruitment', 'Operations', 'MS-Excel', 'Client Relationship Management (CRM)', 'Coordination', 'Effective Communication', 'Email Management']",Actively hiring
Playpro360,"
Bangalore                                                                (Hybrid)
                                        


","₹ 5,000 - 5,001 ",37,"['Lead Generation', 'Sports', 'Cricket', 'Interpersonal skills']",Actively hiring
Shrustii Multicultural Centre,"
Gurgaon, South                                                                (Hybrid)
                                        


","₹ 3,000 - 5,000 ",38,['English Proficiency (Spoken)'],Actively hiring
Career-Domain,"
Nagpur ","₹ 2,000 ",39,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Psychology']",Actively hiring
Team Car Delight,"
Delhi ","₹ 10,000 - 12,000 ",0,"['Time Management', 'Planning', 'Operations', 'Research and Analytics', 'Market research', 'Effective Communication']",Actively hiring
Audym Lifesciences,"
Hyderabad ","₹ 15,000 - 20,000 ",1,"['Accounting', 'Tally', 'MS-Excel', 'Accounting Software', 'Bank Reconciliation']",Actively hiring
Moksha Media Production,"
Bangalore ","₹ 10,000 - 15,000 ",2,"['Python', 'Machine Learning', 'GitHub', 'TensorFlow', 'Artificial intelligence', 'Data Analysis', 'PyTorch']",Actively hiring
MITT ARV Technologies Private Limited,"
Hyderabad                                                                (Hybrid)
                                        


","₹ 7,000 - 10,000 ",3,"['Time Management', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Research and Analytics', 'Effective Communication', 'Contract Management']",Actively hiring
Chanakya,"
Hyderabad ","₹ 10,000 - 12,000 ",4,"['MS-Office', 'Client Interaction', 'MS-Excel', 'Client Relationship', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Sales']",Actively hiring
Shelf,"
Bangalore                                                                (Hybrid)
                                        


","₹ 6,000 - 10,000 ",5,"['Social Media Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Sales']",Actively hiring
PadosiAgent ServTech Pvt Ltd,"
Ahmedabad ","₹ 3,750 - 12,000 ",6,"['Branding', 'Time Management', 'Creative Thinking', 'Image Editing', 'Visual Design', 'Design Thinking', 'Digital Art']",Actively hiring
Break The Code,"
Thane, Mumbai, Virar, Mira Bhayandar, Nala Sopara, Dahisar, Titwala, Vasai-Virar, Bandra ","₹ 5,000 - 7,000 ",7,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe After Effects']",Actively hiring
Milestone,"
Delhi                                                                (Hybrid)
                                        


",Unpaid,8,"['Social Media Marketing', 'English Proficiency (Spoken)']",Actively hiring
Grexa AI Private Limited,"
Thane, Dombivli, Mumbai, Vashi, Navi Mumbai, Dombivili, Panvel Sub-District, Panvel ","₹ 10,000 - 15,000 ",9,"['Google Analytics', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Google Search Console']",Actively hiring
Deedok It Solutions,"
Lucknow ","₹ 5,300 - 56,001 ",10,"['Social Media Marketing', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Actively hiring
Tyoharwale,"
Pune, Pimpri-Chinchwad, Akurdi, Nigdi ","₹ 7,000 - 10,000 ",11,"['MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills', 'Sales', 'Effective Communication']",Actively hiring
InAmigos Foundation,"
Work from home ","₹ 2,000 - 3,500 ",12,['Effective Communication'],Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",13,"['Social Media Marketing', 'MS-Office', 'Time Management', 'Strategy', 'MS-Excel', 'Advanced Excel', 'English Proficiency (Spoken)']",Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ",Unpaid,14,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Videography', 'Video Making']",Actively hiring
InAmigos Foundation,"
Work from home ","₹ 4,000 - 6,500 ",15,['English Proficiency (Spoken)'],Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",16,"['Business Analysis', 'Client Relationship', 'English Proficiency (Written)', 'Business Development', 'Sales', 'Marketing Strategies', 'Marketing Campaigns']",Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",17,"['Social Media Marketing', 'MS-Office', 'MS-PowerPoint', 'Time Management', 'Strategy', 'MS-Excel', 'Advanced Excel']",Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",18,"['Social Media Marketing', 'Negotiation', 'Time Management', 'Strategy', 'Cold Calling', 'MS-Excel', 'Problem Solving']",Actively hiring
Tale Of Tails,"
Mumbai ","₹ 8,000 - 14,000 ",19,"['Blogging', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'English Proficiency (Written)']",Actively hiring
Sampann Utpadan India Limited,"
Delhi, OKHLA ","₹ 10,000 - 20,000 ",20,"['Research and Analytics', 'Engineering Surveying', 'Material Sourcing']",Actively hiring
Studymitr AI Private Limited,"
Mumbai ","₹ 10,000 - 20,000 ",21,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Effective Communication']",Actively hiring
Gaurav Gada,"
Mumbai ","₹ 3,000 - 40,000 ",22,"['Accounting', 'Tally', 'MS-Excel']",Actively hiring
Wilyboo Ventures PVT LTD,"
Mumbai ","₹ 15,000 - 20,000 ",23,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Creative Suite']",Actively hiring
Yogi Foundation,"
Gorakhpur ","₹ 8,000 ",24,['Research and Analytics'],Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",25,"['MS-Office', 'Negotiation', 'Time Management', 'Strategy', 'Email Marketing', 'MS-Excel', 'Marketing Strategy']",Actively hiring
Aawas Yojana,"
Dehradun ","₹ 5,000 - 7,000 ",26,['English Proficiency (Spoken)'],Actively hiring
Basti Ki Pathshala Foundation,"
Work from home ","₹ 1,500 - 15,000 lump sum",27,"['Content Writing', 'Negotiation', 'Time Management', 'Networking', 'Strategy', 'Cold Calling', 'MS-Excel']",Actively hiring
Energy Alternatives India,"
Chennai ","₹ 15,000 - 20,000 ",28,"['Market Analysis', 'Report Writing', 'Research and Analytics', 'Data Analysis']",Actively hiring
Clientcarex AI Private Limited,"
Hyderabad ","₹ 12,000 ",29,"['Finance', 'Accounting', 'Tally', 'Administrative Support']",Actively hiring
Arima Bhowmick - Founder (Zilverlinks),"
Thane                                                                (Hybrid)
                                        


","₹ 8,000 - 12,000 ",30,"['Social Media Marketing', 'Adobe Photoshop', 'Videography', 'Photography', 'ChatGPT', 'Gemini', 'Content Editing']",Actively hiring
Reflex Realty LLP,"
Mumbai ","₹ 7,000 - 15,000 ",31,['Effective Communication'],Actively hiring
QANinjas,"
Ahmedabad ","₹ 5,001 - 10,002 ",32,['Social Media Marketing'],Actively hiring
Team Car Delight,"
Delhi, Ghaziabad, Gurgaon, Noida ","₹ 15,000 - 17,000 ",33,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe InDesign', 'Wireframing']",Actively hiring
MITT ARV Technologies Private Limited,"
Hyderabad                                                                (Hybrid)
                                        


","₹ 5,000 - 10,000 ",34,"['Design Thinking', 'Effective Communication']",Actively hiring
Kumar Gandhi And Associates,"
Noida ","₹ 12,000 - 13,500 ",35,"['MS-Office', 'MS-Word', 'Accounting', 'Tally', 'MS-Excel', 'Zoho Books']",Actively hiring
Rocket Reels,"
Mumbai ","₹ 10,000 - 15,000 ",36,"['Computer skills', 'Business Development', 'Interpersonal skills', 'Effective Communication']",Actively hiring
Break The Code,"
Thane, Dombivli, Kalyan, Mumbai, Virar, Bhiwandi, Mira Bhayandar, Nala Sopara, Dahisar, Sion Koliwada, Vasai-Virar, Bandra ","₹ 5,000 - 7,000 ",37,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe After Effects']",Actively hiring
Times Internet Limited,"
Mumbai ","₹ 15,000 ",38,"['Sales', 'Effective Communication']",Actively hiring
The Office Pass,"
Gurgaon, Delhi ","₹ 15,000 - 20,000 ",39,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Marketing', 'Google Sheets']",Actively hiring
IFS Consultants Private Limited,"
Visakhapatnam ","₹ 12,000 - 15,000 ",0,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Email Marketing', 'Instagram Marketing']",Actively hiring
RSHCE Renu Sharma Health Care And Education Foundation,"
Work from home ",Unpaid,1,"['English Proficiency (Spoken)', 'Sales', 'Marketing']",Actively hiring
Boundless Explorism,"
Mumbai ","₹ 10,000 - 12,000 ",2,"['Leadership', 'Team Management', 'Photography', 'Video Making', 'Coordination', 'English Proficiency (Spoken)']",Actively hiring
Omli Technologies Private Limited,"
Delhi, Gurgaon ","₹ 30,000 - 40,000 ",3,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making', 'Cinematography']",Actively hiring
RSHCE Renu Sharma Health Care And Education Foundation,"
Work from home ",Unpaid,4,"['English Proficiency (Spoken)', 'Sales', 'Effective Communication']",Actively hiring
Bookmyshow,"
Thane, Mumbai ","₹ 11,249 - 11,250 ",5,"['Social Media Marketing', 'Creative Thinking', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
KESARI FINANCIAL SERVICES,"
Ahmedabad ","₹ 9,000 - 15,000 ",6,"['Communication Skills', 'MS-Office', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills']",Actively hiring
Nine Tours,"
Mumbai ","₹ 3,000 ",7,"['Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Videography', 'Video Making', 'Storytelling', 'English Proficiency (Spoken)']",Actively hiring
Matrix International,"
Kolkata ","₹ 11,000 - 16,000 ",8,"['Digital Marketing', 'Automation', 'Content Management', 'LinkedIn Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Canva']",Actively hiring
Bookmyshow,"
Mumbai ","₹ 12,500 ",9,"['Adobe Photoshop', 'Adobe Illustrator', 'Graphic Design']",Actively hiring
Target Publications Private Limited,"
Thane, Dombivli, Kalyan ","₹ 8,000 - 12,000 ",10,"['Interpersonal skills', 'Effective Communication']",Actively hiring
Vivify Solutions Private Limited,"
Mumbai, Mira Bhayandar                                                                (Hybrid)
                                        


","₹ 9,999 - 10,000 ",11,"['Video Editing', 'Adobe Premiere Pro', 'Videography', 'Photography', 'Filmora']",Actively hiring
ITMC Systems Private Limited,"
Greater Noida ","₹ 6,000 - 8,000 ",12,"['Recruitment', 'Talent Management']",Actively hiring
Nine Tours,"
Panjim, South Goa, North Goa ","₹ 8,000 - 10,000 ",13,"['Communication Skills', 'Time Management', 'English Proficiency (Spoken)', 'Spanish Proficiency(Spoken)']",Actively hiring
Apport Software Solutions Private Limited,"
Mumbai ","₹ 9,000 - 10,000 ",14,"['Time Management', 'Cold Calling', 'English Proficiency (Spoken)', 'Sales', 'Effective Communication', 'Sales Strategy']",Actively hiring
Yesya Media,"
Delhi ","₹ 10,000 - 14,000 ",15,"['Video Editing', 'Creative Thinking', 'Video Making', 'Content Management', 'Anchoring']",Actively hiring
Tapovan Impex Private Limited,"
Delhi, Pitampura, Rohini ","₹ 10,000 - 12,000 ",16,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making']",Actively hiring
TIME TOURS,"
Kolkata ","₹ 5,000 - 6,500 ",17,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication', 'Travel Itinerary Making', 'Holiday Package Design']",Actively hiring
RSHCE Renu Sharma Health Care And Education Foundation,"
Work from home ",Unpaid,18,"['MS-Office', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales']",Actively hiring
Nine Tours,"
Agra, Fatehpur Sikri ","₹ 8,000 - 10,000 ",19,"['Communication Skills', 'Time Management', 'English Proficiency (Spoken)', 'Spanish Proficiency(Spoken)']",Actively hiring
RSHCE Renu Sharma Health Care And Education Foundation,"
Work from home ",Unpaid,20,"['Sales', 'Marketing']",Actively hiring
Suresh Dani's Classes,"
Mumbai ","₹ 6,000 - 8,000 ",21,"['MS-Office', 'MS-Word', 'MS-PowerPoint', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Sheets']",Actively hiring
Nine Tours,"
Jaipur ","₹ 3,000 ",22,"['Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Videography', 'Video Making', 'Storytelling', 'English Proficiency (Spoken)']",Actively hiring
Suresh Dani's Classes,"
Mumbai ","₹ 6,000 - 8,000 ",23,"['MS-Office', 'Adobe Photoshop', 'Blogging', 'Adobe Illustrator', 'MS-PowerPoint', 'Video Editing', 'Adobe Creative Suite']",Actively hiring
EMIAC Technologies,"
Jaipur ","₹ 5,000 - 7,000 ",24,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Video Editing', 'Adobe Creative Suite']",Actively hiring
Suresh Dani's Classes,"
Mumbai ","₹ 4,000 - 6,000 ",25,"['MS-Office', 'MS-PowerPoint', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Sheets']",Actively hiring
